name,source,lat,lon,address,deal,timing,image_url,image_source,local_image,website,wikidata,wikipedia,category
Spoonbill,OSM,13.0335251,80.2534304,"Spoonbill, 239/107, TTK Road, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600018, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\spoonbill_154.jpg,,,,restaurant
Gokulam,OSM,13.0180379,80.2412019,"Gokulam, Gandhi Mandapam Road, CMWSSB Division 172, Ward 172, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600085, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gokulam_155.jpg,,,,restaurant
Home Meals,OSM,13.0180196,80.2411617,"Home Meals, Gandhi Mandapam Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600085, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\home_meals_156.jpg,,,,restaurant
Madrasi Dhaba,OSM,13.0178837,80.2415412,"Madrasi Dhaba, Ponniamman Koil Road, CMWSSB Division 172, Ward 172, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600085, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\madrasi_dhaba_157.jpg,,,,restaurant
E3 Pizza Shop,OSM,13.0065651,80.2507067,"E3 Pizza Shop, Kasturibai Nagar 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\e3_pizza_shop_158.jpg,,,,restaurant
The Stop,OSM,13.0069508,80.2576812,"The Stop, Gandhi Nagar 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_stop_159.jpg,,,,restaurant
Rain Forest,OSM,13.0069018,80.2575979,"Rain Forest, Gandhi Nagar 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\rain_forest_160.jpg,,,,restaurant
Anjappar,OSM,13.0065703,80.2508354,"Anjappar, Kasturibai Nagar 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\anjappar_161.jpg,,,,restaurant
Animal Kingdom,OSM,13.0070694,80.2577985,"Animal Kingdom, Gandhi Nagar 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\animal_kingdom_162.jpg,,,,restaurant
Sea emperor,OSM,12.9640395,80.212701,"Sea emperor, Bazaar Main Road, CMWSSB Division 169, Ward 169, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 601100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sea_emperor_163.jpg,,,,restaurant
Rainmaker,OSM,13.0547433,80.2239795,"Rainmaker, Puliyur Main Road, CMWSSB Division 112, Ward 112, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600024, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\rainmaker_164.jpg,,,,restaurant
Grill Box BBQ,OSM,13.0455027,80.2355696,"Grill Box BBQ, Raghaviah Road, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\grill_box_bbq_165.jpg,,,,restaurant
Moti Mahal,OSM,12.8999989,80.2287926,"Moti Mahal, Kalaingar Karunanidhi Salai, CMWSSB Division 197, Ward 197, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\moti_mahal_166.jpg,,,,restaurant
Zaitoon,OSM,12.9731363,80.2194965,"Zaitoon, Velachery Main Road, CMWSSB Division 178, Ward 178, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\zaitoon_167.jpg,,,,restaurant
Naidu Andhra Mess,OSM,13.0143188,80.2248506,"Naidu Andhra Mess, Velachery Road, CMWSSB Division 171, Ward 171, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600015, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\naidu_andhra_mess_168.jpg,,,,restaurant
Anthikkadai,OSM,12.9824641,80.2246365,"Anthikkadai, 20, Dandeeswaram Main Road, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\anthikkadai_169.jpg,,,,restaurant
Balan Tea,OSM,12.9853716,80.2312088,"Balan Tea, Gandhi Road, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\balan_tea_170.jpg,,,,restaurant
Sree Saiva Bhavan,OSM,13.0150919,80.1839551,"Sree Saiva Bhavan, road to Manapakkam, CMWSSB Division 158, Nandambakkam, Ward 158, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600089, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sree_saiva_bhavan_171.jpg,,,,restaurant
D A Brothers food center Briyani,OSM,13.0161035,80.1750099,"D A Brothers food center Briyani, Manapakkam Main Road, CMWSSB Division 157, Manapakkam, Ward 157, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600116, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\d_a_brothers_food_center_briya_172.jpg,,,,restaurant
Gaurav Vada Pav Centre,OSM,12.9692702,80.2453673,"Gaurav Vada Pav Centre, Dr MGR Main Road, CMWSSB Division 184, Ward 184, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600096, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gaurav_vada_pav_centre_173.jpg,,,,restaurant
The Rock Restaurant,OSM,13.0914728,80.2179343,"The Rock Restaurant, Anna Nagar 3rd Avenue, CMWSSB Division 101, Ward 101, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600102, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_rock_restaurant_174.jpg,,,,restaurant
Arun Caterors (Swamys Homely Food),OSM,12.9781784,80.2288982,"Arun Caterors (Swamys Homely Food), Doss Avenue, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\arun_caterors__swamys_homely_f_175.jpg,,,,restaurant
Meena Tai's,OSM,13.039509,80.2538071,"Meena Tai's, Maharaja Surya Road, CMWSSB Division 118, Ward 118, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600018, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\meena_tai_s_176.jpg,,,,restaurant
absolute barbeques ,OSM,13.045426,80.2412295,"absolute barbeques , Gopathi Narayanaswami Road, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\absolute_barbeques__177.jpg,,,,bar/pub
Pind Restaurent,OSM,12.9758138,80.2220064,"Pind Restaurent, 2, Sarathy Nagar 1st Main Road, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\pind_restaurent_178.jpg,,,,restaurant
Amma Mess (Subsidised Food),OSM,12.9850891,80.2405139,"Amma Mess (Subsidised Food), Peeliamman Koil Street, CMWSSB Division 180, Ward 180, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600113, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\amma_mess__subsidised_food__179.jpg,,,,restaurant
Unlock,OSM,12.9901763,80.2585575,"Unlock, Kalakshetra Road, CMWSSB Division 181, Ward 181, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600041, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\unlock_180.jpg,,,,restaurant
TEA SHOP,OSM,12.9895206,80.241655,"Tea shop, Kannagam Road, CMWSSB Division 180, Ward 180, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600113, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tea_shop_181.jpg,,,,restaurant
Isabel Hospital Canteen,OSM,13.0387128,80.2624199,"Isabel Hospital Canteen, Kennedy 2nd Street, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600004, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\isabel_hospital_canteen_182.jpg,,,,restaurant
Mahamudra,OSM,13.0366167,80.2624809,"Mahamudra, Luz Avenue, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600004, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mahamudra_183.jpg,,,,restaurant
Coal BarbeQ,OSM,12.9859913,80.2182482,"Coal BarbeQ, Rajalakshmi Nagar 7th Cross Street, CMWSSB Division 178, Ward 178, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\coal_barbeq_184.jpg,,,,bar/pub
Murugan Idli Shop,OSM,13.037789,80.2301883,"Murugan Idli Shop, 9, Ramanathan Street, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\murugan_idli_shop_185.jpg,,,,restaurant
DA Brothers Restaurant,OSM,13.0110341,80.1531139,"DA Brothers Restaurant, 2/239, Manapakkam Main Road, CMWSSB Division 157, Manapakkam, Ward 157, Zone 12 Alandur, Kolapakkam, Alandur, Chennai, Tamil Nadu, 600128, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\da_brothers_restaurant_186.jpg,,,,restaurant
Buhari Hotel,OSM,13.0471004,80.2445843,"Buhari hotel, Sambadam Road, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\buhari_hotel_187.jpg,,,,restaurant
Barbeque Nation,OSM,12.9437934,80.2380696,"Barbeque Nation, OMR Service Road, CMWSSB Division 193, Ward 193, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600096, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\barbeque_nation_188.jpg,,,,bar/pub
747,OSM,13.0836939,80.270186,"KFC, Rama Pillai Street, CMWSSB Division 58, Ward 58, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\747_189.jpg,,,,restaurant
Adyar Anand Bhavan,OSM,13.0886358,80.2849229,"Adyar Anand Bhavan, Netaji Subhash Chandra Bose Road, CMWSSB Division 59, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\adyar_anand_bhavan_190.jpg,,,,restaurant
வசந்த பவன்,OSM,13.0770717,80.2611367,"வசந்த பவன், Gandhi Irwin Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\___________191.jpg,,,,restaurant
Dindigul Thalappakatti Restaurant,OSM,13.0823097,80.2095947,"Dindigul Thalappakatti Restaurant, AJ-213, 9th Main Road, CMWSSB Division 100, Ward 100, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600040, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\dindigul_thalappakatti_restaur_192.jpg,,,,restaurant
புஹாரி,OSM,13.0777234,80.2615255,"புஹாரி, Gandhi Irwin Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600003, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\_______193.jpg,,,,restaurant
Aruna Bhavan vegetarian restaurant,OSM,12.8993075,80.2281164,"Aruna Bhavan vegetarian restaurant, Rajiv Gandhi Salai, CMWSSB Division 197, Ward 197, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\aruna_bhavan_vegetarian_restau_194.jpg,,,,restaurant
Hotel Valli Murugan Veg,OSM,12.8989609,80.228151,"Hotel Valli Murugan Veg, Rajiv Gandhi Salai, CMWSSB Division 197, Ward 197, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_valli_murugan_veg_195.jpg,,,,restaurant
Amma Unavagam,OSM,13.0246097,80.2125531,"Amma Unavagam, Gangai Amman Koil Street, CMWSSB Division 139, Ward 139, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\amma_unavagam_196.jpg,,,,restaurant
Kooraikadai Biriyani Center,OSM,12.9009495,80.2308112,"Kooraikadai Biriyani Center, Kalaingar Karunanidhi Salai, CMWSSB Division 197, Ward 197, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kooraikadai_biriyani_center_197.jpg,,,,restaurant
al-bake,OSM,12.9009425,80.2322854,"al-bake, Kalaingar Karunanidhi Salai, CMWSSB Division 197, Ward 197, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\al_bake_198.jpg,,,,restaurant
Hotel Sabari,OSM,13.0474926,80.2400944,"Hotel Sabari, 29, Chinnaiah Street, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_sabari_199.jpg,,,,bar/pub
Saardar ji Kulfi,OSM,12.9877999,80.2559976,"Saardar ji Kulfi, Dr. Muthulakshmi Road, CMWSSB Division 181, Ward 181, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600041, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\saardar_ji_kulfi_200.jpg,,,,restaurant
Karthick Tiffen Center,OSM,13.0850448,80.2030227,"Karthick Tiffen Center, C44, 12th Main Road, CMWSSB Division 99, Ward 99, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600040, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\karthick_tiffen_center_201.jpg,,,,restaurant
Nathans Cafe (Veg),OSM,13.0703443,80.2041894,"Nathans Cafe (Veg), Koyambedu Flyover, CMWSSB Division 127, Ward 127, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600105, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nathans_cafe__veg__202.jpg,,,,cafe
Hotel Bharani (Veg),OSM,12.9913488,80.2561491,"Hotel Bharani (Veg), Dr. Muthulakshmi Road, CMWSSB Division 181, Ward 181, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_bharani__veg__203.jpg,,,,restaurant
Sri Ganesh Bhavan (veg),OSM,13.0196561,80.2061789,"Sri Ganesh Bhavan (veg), Inner Ring Road, CMWSSB Division 170, Ward 170, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600032, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sri_ganesh_bhavan__veg__204.jpg,,,,restaurant
Ananda veg restaurant,OSM,13.0365816,80.2511081,"Ananda veg restaurant, Thiruvalluvar Salai, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600018, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ananda_veg_restaurant_205.jpg,,,,restaurant
Sangeetha veg restaurant,OSM,13.0323689,80.2676459,"Sangeetha Veg Restaurant, Ramkrishna Mutt Road, CMWSSB Division 124, Ward 124, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600004, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sangeetha_veg_restaurant_206.jpg,https://www.sangeethaveg.com,,,restaurant
Adayar Ananda Bhavan (A2B),OSM,13.0713977,80.20342,"Adayar Ananda Bhavan (A2B), Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 127, Ward 127, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600105, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\adayar_ananda_bhavan__a2b__207.jpg,,,,restaurant
Namma Veedu Vasantha Bhavan,OSM,13.0572287,80.2117342,"Namma Veedu Vasantha Bhavan, Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 130, Ward 130, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600026, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\namma_veedu_vasantha_bhavan_208.jpg,,,,restaurant
Sorgam,OSM,13.0113027,80.2539436,"Sorgam, Crescent Park 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sorgam_209.jpg,,,,restaurant
AL MYSHIESHA RESTAURANT,OSM,13.0288445,80.224007,"AL MYSHIESHA RESTAURANT, 13, Vandiakran Street, CMWSSB Division 140, Ward 140, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600033, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\al_myshiesha_restaurant_210.jpg,,,,restaurant
Kova Alankar Vilas,OSM,13.0808614,80.2675812,"Kova Alankar Vilas, EVR Periyar Salai, CMWSSB Division 58, Ward 58, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kova_alankar_vilas_211.jpg,,,,restaurant
Tropicana Bar,OSM,13.0766998,80.2625321,"Tropicana Bar, Kenneth Lane, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tropicana_bar_212.jpg,,,,bar/pub
Rawther Restaurant,OSM,13.0689007,80.256646,"Rawther Restaurant, Pantheon Road Flyover, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\rawther_restaurant_213.jpg,,,,restaurant
Palmshore,OSM,13.0695817,80.2572161,"Palmshore, 59, Pantheon Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\palmshore_214.jpg,,,,restaurant
Hotel Bhukara,OSM,13.0874492,80.1980697,"Hotel Bhukara, Thirumangalam – Mogappair Road, CMWSSB Division 90, Ward 90, Zone 7 Ambattur, Chennai Corporation, Ambattur, Chennai, Tamil Nadu, 600101, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_bhukara_215.jpg,,,,restaurant
KrishnaVillasam,OSM,13.0048142,80.2547297,"KrishnaVillasam, 17/9, Kasturibai Nagar 1st Cross Street, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\krishnavillasam_216.jpg,,,,restaurant
Noodle Theory,OSM,13.0456112,80.2408779,"Noodle Theory, Gopathi Narayanaswami Road, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\noodle_theory_217.jpg,,,,restaurant
பாரதி மெஸ்,OSM,13.0586043,80.2767198,"பாரதி மெஸ், KMS Street, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600005, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\___________218.jpg,,,,restaurant
Kaaraikudi Chettinad Restaurant,OSM,13.0299433,80.2422867,"Kaaraikudi Chettinad Restaurant, Pasumpon Muthuramalingar Thevar Salai (Chamiers Road), CMWSSB Division 122, Ward 122, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600035, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kaaraikudi_chettinad_restauran_219.jpg,,,,restaurant
The Thickshake Factory,OSM,13.0470852,80.2453529,"The Thickshake Factory, Doctor Shivaji Ganesan Road, CMWSSB Division 117, Ward 117, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_thickshake_factory_220.jpg,,,,restaurant
Muthamiz Hotel,OSM,13.1081593,80.2452654,"Muthamiz Hotel, Perambur High Road, CMWSSB Division 70, Ward 70, Zone 6 Thiru. Vi. Ka. Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600011, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\muthamiz_hotel_221.jpg,,,,restaurant
A2B,OSM,13.0646344,80.2433452,"Adyar Ananda Bhavan, McNichols Road, CMWSSB Division 110, Ward 111, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\a2b_222.jpg,,,,restaurant
Blah Bistro,OSM,13.0654508,80.243297,"Blah Bistro, G4 Gee Gee Emerald, Valluvar Kottam High Road, CMWSSB Division 110, Ward 110, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\blah_bistro_223.jpg,,,,restaurant
Salem RR Biriyani,OSM,13.0195262,80.2065287,"Salem RR Biriyani, Inner Ring Road, CMWSSB Division 170, Ward 170, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600032, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\salem_rr_biriyani_224.jpg,,,,restaurant
Kanchi Singu Aiyyar Bhavan,OSM,13.0216123,80.2066863,"Kanchi Singu Aiyyar Bhavan, Parthasarathy Koil Street, CMWSSB Division 170, Ward 170, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600032, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kanchi_singu_aiyyar_bhavan_225.jpg,,,,restaurant
Kappa Chakka Kandhari,OSM,13.0642227,80.2479976,"Kappa Chakka Kandhari, 10, Haddows Road, CMWSSB Division 111, Ward 111, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600006, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kappa_chakka_kandhari_226.jpg,https://www.kappachakkakandhari.com,,,restaurant
Drunken Monkey,OSM,13.1193979,80.1517864,"Drunken Monkey, North Park Street, CMWSSB Division 81, Ward 81, Zone 7 Ambattur, Chennai Corporation, Ambattur, Thiruvallur, Tamil Nadu, 600053, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\drunken_monkey_227.jpg,,,,restaurant
Sulthan's,OSM,13.0331629,80.2117295,"Sulthan's, Inner Ring Road, CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sulthan_s_228.jpg,,,,restaurant
