"name	category	area	address	lat	lon	phone	email	website	facebook	instagram	tiktok	twitter	opening_hours	happy_hour_status	happy_hour_details	happy_hour_timings	confidence	sources	source_urls	evidence_text"
"Let's Hookup Tea & Food	fast_food	Thane	""Pokhran Road 1", Thane," 400606""	19.2148395	72.9576028									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8575077943	""Let's Hookup Tea & Food fast_food Pokhran Road 1", Thane," 400606""",,,,,,,,,,,,,,,,
"Lil Gamby Pizza Shop	fast_food	Juhu		19.1303182	72.822149									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240712180	Lil Gamby Pizza Shop fast_food",,,,,,,,,,,,,,,,,,,,
"Little Hot	fast_food	Bandra West		19.0715816	72.8222171									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1641775276	Little Hot fast_food",,,,,,,,,,,,,,,,,,,,
"MG	fast_food	Thane		19.172928	72.95651									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12880697697	MG fast_food",,,,,,,,,,,,,,,,,,,,
"MH 99 Burgers	fast_food	Navi Mumbai		19.0335335	73.0177211									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13470407033	MH 99 Burgers fast_food",,,,,,,,,,,,,,,,,,,,
"Mac Donolds	fast_food	Navi Mumbai	""Plot no 90", Balaji Multiplex, sector 8, Koparkhairne Station Road, Navi Mumbai," 400709""	19.1009561	73.0102327	8928304163							Mo-Su 10:00-2:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13098142292	""Mac Donolds fast_food Plot no 90", Balaji Multiplex, sector 8, Koparkhairne Station Road, Navi Mumbai," 400709""",,,,,,,,,,
"Made Of Milk	fast_food	Juhu		19.1407208	72.8257633			https://madeofmilk.in	https://madeofmilk_india	https://madeofmilk_india				candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12946834537	Made Of Milk fast_food",,,,,,,,,,,,,,,,,,,,
"Mahalakshmi	fast_food	Bandra West		19.0980853	72.8265668									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139914829	Mahalakshmi fast_food",,,,,,,,,,,,,,,,,,,,
"Mama Mia!	fast_food	Mumbai	""1 & 2 Parmanand Building", A R Rangnekar Marg, Mumbai," 400007""	18.9573588	72.8132296	+91226520 7659 +917304480113 +917304480112							Mo-Su 11:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6965624171	""Mama Mia! fast_food 1 & 2 Parmanand Building", A R Rangnekar Marg, Mumbai," 400007""",,,,,,,,,,,,,,
"Mamledar missal	fast_food	Thane		19.172979	72.9567413									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5746301632	Mamledar missal fast_food",,,,,,,,,,,,,,,,,,,,
"Mandala Food	fast_food	Mumbai	""Veer Nariman Marg"," Mumbai""	19.0158259	72.823972									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8251744595	""Mandala Food fast_food Veer Nariman Marg"," Mumbai""",,,,,,,,,,,,,,,,,,
"Mango Forest Juice Bar	fast_food	Andheri West		19.1524511	72.8312302									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2366754532	Mango Forest Juice Bar fast_food",,,,,,,,,,,,,,,,,,,,
"Manohar Sweets	fast_food	Bandra West		19.0606378	72.8400716									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3207595959	Manohar Sweets fast_food",,,,,,,,,,,,,,,,,,,,
"Maruti Pav Bhaji	fast_food	Bandra West		19.1007247	72.8396455									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12936465970	Maruti Pav Bhaji fast_food",,,,,,,,,,,,,,,,,,,,
"Modern sweets and farsan	fast_food	Mumbai	""shop no. 5", Irani Wadi Road No 2, Mumbai," 400067""	19.2018813	72.8434242								Mo-Su 08:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8261012605	""Modern sweets and farsan fast_food shop no. 5", Irani Wadi Road No 2, Mumbai," 400067""",,,,,,,,,,,,,,
"Momos	fast_food	Navi Mumbai		19.0314336	73.0217441									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/7728070191	Momos fast_food",,,,,,,,,,,,,,,,,,,,
"Monsoon Chaat Corner	fast_food	Juhu		19.1431939	72.8246503									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/7426184237	Monsoon Chaat Corner fast_food",,,,,,,,,,,,,,,,,,,,
"Muktai Annadata Kendra	fast_food	Thane		19.1724523	72.9593352									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12878801773	Muktai Annadata Kendra fast_food",,,,,,,,,,,,,,,,,,,,
"NM frankie	fast_food	Bandra West		19.1033607	72.8368087									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11443121476	NM frankie fast_food",,,,,,,,,,,,,,,,,,,,
"NMIMS canteen	fast_food	Mumbai	""Vaikunthlal Mehta Road", Mumbai," 400056""	19.1028313	72.8363561									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9339522266	""NMIMS canteen fast_food Vaikunthlal Mehta Road", Mumbai," 400056""",,,,,,,,,,,,,,,,
"Nagori A-1 Tea & Kitchen	fast_food	Bandra West		19.0477731	72.8273774									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13081505592	Nagori A-1 Tea & Kitchen fast_food",,,,,,,,,,,,,,,,,,,,
"Nagori Tea Point	fast_food	Juhu		19.1308012	72.8138071									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13377499819	Nagori Tea Point fast_food",,,,,,,,,,,,,,,,,,,,
"Nandadeep Biscuit Mart	fast_food	Mumbai	Lt Prakash Kotnis Path	19.0335066	72.8391496									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4341056410	Nandadeep Biscuit Mart fast_food Lt Prakash Kotnis Path",,,,,,,,,,,,,,,,,,,,
"National Milk Centre	fast_food	Bandra West		19.0697501	72.8378884									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13097872628	National Milk Centre fast_food",,,,,,,,,,,,,,,,,,,,
"Natural Ice Cream	fast_food	Mumbai	Marine Drive	18.9345879	72.8241026	+01 532 485 283	sale@orgifarm.comdsadasdas	https://naturalicecreams.in/	https://www.facebook.com/Naturalicecream/	https://www.instagram.com/naturalicecream/		https://twitter.com/Naturalicecream?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor		candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1973436454	Natural Ice Cream fast_food Marine Drive",,,,,,,,,,,,,,,,,,,,
"Nawab Seekh Paratha	fast_food	Mumbai	""Maulana Shaukat Ali Marg", Mumbai," 400008""	18.9616408	72.8284556									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/7506854143	""Nawab Seekh Paratha fast_food Maulana Shaukat Ali Marg", Mumbai," 400008""",,,,,,,,,,,,,,,,
"Nothing But Chicken	fast_food	Kurla		19.0521322	72.8998766									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12944652087	Nothing But Chicken fast_food",,,,,,,,,,,,,,,,,,,,
"OilAllDay	fast_food	Mumbai	""12", R C Marg, Mumbai," 400074""	19.0478365	72.8951842	+91 3567 9132							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13430508321	""OilAllDay fast_food 12", R C Marg, Mumbai," 400074""",,,,,,,,,,,,,,
"Om Guru Bhelpuri Center	fast_food	Thane		19.1721314	72.9572402									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12878867196	Om Guru Bhelpuri Center fast_food",,,,,,,,,,,,,,,,,,,,
"Om Mook Ambika Prasanna	fast_food	Powai		19.1277017	72.9192075									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6801919215	Om Mook Ambika Prasanna fast_food",,,,,,,,,,,,,,,,,,,,
"Om Sai Sagar Fast Food	fast_food	Goregaon		19.1661135	72.8648382									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1459178475	Om Sai Sagar Fast Food fast_food",,,,,,,,,,,,,,,,,,,,
"Om Sai food stall	fast_food	Powai		19.1278471	72.9193138									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6801919216	Om Sai food stall fast_food",,,,,,,,,,,,,,,,,,,,
"Oye Churros	fast_food	Juhu		19.1298352	72.8225741									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240697692	Oye Churros fast_food",,,,,,,,,,,,,,,,,,,,
"Panshikar	fast_food	Mumbai	""Hanuman Road"," 400057""	19.1038511	72.8518624									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1579252116	""Panshikar fast_food Hanuman Road"," 400057""",,,,,,,,,,,,,,,,,,
"Patel Restaurant	fast_food	Fort		18.949792	72.8348195									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4844717522	Patel Restaurant fast_food",,,,,,,,,,,,,,,,,,,,
"Pawar Fast Food	fast_food	Mumbai	""YANKU PAWAR CHWAL WADARI PADA", Nevetia Road,Haji Bapu Road, Mumbai," 400097""	19.1820295	72.8501763	8850932447							24-Jul	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8974941662	""Pawar Fast Food fast_food YANKU PAWAR CHWAL WADARI PADA", Nevetia Road,Haji Bapu Road, Mumbai," 400097""",,,,,,,,,,,,
"Peppr Pinch	fast_food	Juhu		19.129564	72.8221457									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240721987	Peppr Pinch fast_food",,,,,,,,,,,,,,,,,,,,
"Perfect Juice Centre & Snacks	fast_food	Bandra West		19.0537739	72.8305165									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13067345319	Perfect Juice Centre & Snacks fast_food",,,,,,,,,,,,,,,,,,,,
"Praag Juice center	fast_food	Bandra West		19.0183062	72.8472608									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13388438514	Praag Juice center fast_food",,,,,,,,,,,,,,,,,,,,
"Prajakta Poli Bhaji Kendra	fast_food	Thane		19.1825794	72.9793279									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8269126118	Prajakta Poli Bhaji Kendra fast_food",,,,,,,,,,,,,,,,,,,,
"Pravin Sandwich	fast_food	Thane		19.1959436	72.9737134									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10699134012	Pravin Sandwich fast_food",,,,,,,,,,,,,,,,,,,,
"Punjabi Chandu Halwai	fast_food	Bandra West		19.0183404	72.8478121									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13388539804	Punjabi Chandu Halwai fast_food",,,,,,,,,,,,,,,,,,,,
"RAHUL'S	fast_food	Bandra West		19.0259941	72.854975								Mo-Su; PH closed	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12770299859	RAHUL'S fast_food",,,,,,,,,,,,,,,,,,,,
"RB Rolls	fast_food	Thane		19.2228653	72.9670289									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4107672612	RB Rolls fast_food",,,,,,,,,,,,,,,,,,,,
"Radha Krishna Fast Food	fast_food	Mumbai	""Kadsiddheshwar Marg", Mumbai," 400067""	19.2173823	72.8285078									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10246306445	""Radha Krishna Fast Food fast_food Kadsiddheshwar Marg", Mumbai," 400067""",,,,,,,,,,,,,,,,
"Radhe Krishna	fast_food	Bandra West		19.0980528	72.8265768									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139914822	Radhe Krishna fast_food",,,,,,,,,,,,,,,,,,,,
"Rail Ahar	fast_food	Goregaon		19.1652855	72.8495212									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240926980	Rail Ahar fast_food",,,,,,,,,,,,,,,,,,,,
"Rainbow Juice Center	fast_food	Powai		19.1191612	72.9112297									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6796939984	Rainbow Juice Center fast_food",,,,,,,,,,,,,,,,,,,,
"Raja ( Southindian FAST FOOD )	fast_food	Bandra West		19.0608689	72.8433434								""Mo-Su",PH 07:00-11:00,"05:00-19:30""	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3207619844	Raja ( Southindian FAST FOOD ) fast_food",,,,,,,,,,,,,,,,,,
"Rajasthan Pav Bhaji	fast_food	Bandra West		19.0979952	72.8262132									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139810662	Rajasthan Pav Bhaji fast_food",,,,,,,,,,,,,,,,,,,,
"Rajdhani	fast_food	Fort		18.9429607	72.8291513									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/605222674	Rajdhani fast_food",,,,,,,,,,,,,,,,,,,,
"Rajmata Wadapav center	fast_food	Thane		19.1890066	72.9724565									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11127386888	Rajmata Wadapav center fast_food",,,,,,,,,,,,,,,,,,,,
"Rajput Dairy Farm	fast_food	Juhu		19.1432065	72.8244061									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13597205705	Rajput Dairy Farm fast_food",,,,,,,,,,,,,,,,,,,,
"Raju Rolls	fast_food	Colaba		18.9291169	72.826709									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10538700178	Raju Rolls fast_food",,,,,,,,,,,,,,,,,,,,
"Rambhia Foods Namkeen Store	fast_food	Thane		19.2362428	72.9695762									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8531850234	Rambhia Foods Namkeen Store fast_food",,,,,,,,,,,,,,,,,,,,
"Ramen Kitchen	fast_food	Juhu		19.1293803	72.8156108									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13377499824	Ramen Kitchen fast_food",,,,,,,,,,,,,,,,,,,,
"Ramisha	fast_food	Lower Parel		18.9672594	72.8265402									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12483986406	Ramisha fast_food",,,,,,,,,,,,,,,,,,,,
"Rangeela Rajasthan Fast Food	fast_food	Bandra West		19.0980222	72.8262033									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139810671	Rangeela Rajasthan Fast Food fast_food",,,,,,,,,,,,,,,,,,,,
"Ribbons & Balloons Cake Shop	fast_food	Thane		19.2555036	72.9833898									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2211189065	Ribbons & Balloons Cake Shop fast_food",,,,,,,,,,,,,,,,,,,,
"Rolls Mania	fast_food	Powai		19.1195029	72.911828									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6810831561	Rolls Mania fast_food",,,,,,,,,,,,,,,,,,,,
"SWEET SHOP	fast_food	Navi Mumbai		19.0947266	73.012402									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12596393446	SWEET SHOP fast_food",,,,,,,,,,,,,,,,,,,,
"Sagar Vada Pav & Tea	fast_food	Bandra West		19.0978276	72.8263149									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139821910	Sagar Vada Pav & Tea fast_food",,,,,,,,,,,,,,,,,,,,
"Sai Kalyan Pav Bhaji & Chinese	fast_food	Bandra West		19.0980986	72.8261988									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139810670	Sai Kalyan Pav Bhaji & Chinese fast_food",,,,,,,,,,,,,,,,,,,,
"Sai Kripa Sandwich Center	fast_food	Juhu		19.1285058	72.8254022	+91-62037-45496;+91-91367-56535								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9137914471	Sai Kripa Sandwich Center fast_food",,,,,,,,,,,,,,,,,,,,
"Sai Sabari Snacks Corner	fast_food	Navi Mumbai		19.0372128	73.0192478									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12307080605	Sai Sabari Snacks Corner fast_food",,,,,,,,,,,,,,,,,,,,
"Sai Samudra	fast_food	Mumbai	""Byramji Jeejeebhoy Road", Mumbai," 400050""	19.0468902	72.8196283									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5257269338	""Sai Samudra fast_food Byramji Jeejeebhoy Road", Mumbai," 400050""",,,,,,,,,,,,,,,,
"Sainath Dosa Center	fast_food	Mumbai	""363", Bhandarkar Road, Mumbai," 400019""	19.0270114	72.8544232	-10735								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12760272282	""Sainath Dosa Center fast_food 363", Bhandarkar Road, Mumbai," 400019""",,,,,,,,,,,,,,
"Sanjay Vada Pav	fast_food	Bandra West		19.0608349	72.8432924								""Mo-Su","PH 08:00-22:30""	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12107741701	Sanjay Vada Pav fast_food",,,,,,,,,,,,,,,,,,,
"Saurashtra	fast_food	Bandra West		19.0981694	72.847672									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11076987025	Saurashtra fast_food",,,,,,,,,,,,,,,,,,,,
"Sbarro	fast_food	Bandra West		19.0992737	72.8277545									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11372185932	Sbarro fast_food",,,,,,,,,,,,,,,,,,,,
"Shankar Vada Pav Center	fast_food	Juhu		19.1284493	72.8253821	-160517								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9137914472	Shankar Vada Pav Center fast_food",,,,,,,,,,,,,,,,,,,,
"Shawarma House	fast_food	Mumbai	""Mumbai"," 400050""	19.0531306	72.8292027	+91 99877 20279								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10242721196	""Shawarma House fast_food Mumbai"," 400050""",,,,,,,,,,,,,,,,,,
"Shimla Cold Drinks	fast_food	Lower Parel		18.9586904	72.8364788									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6367704895	Shimla Cold Drinks fast_food",,,,,,,,,,,,,,,,,,,,
"Shirke Vada Pav	fast_food	Bandra West		19.0284665	72.8516525									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13025860517	Shirke Vada Pav fast_food",,,,,,,,,,,,,,,,,,,,
"Shiv Shankar Bhel Puri & Chat Centre	fast_food	Bandra West		19.097925	72.8263443									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139821913	Shiv Shankar Bhel Puri & Chat Centre fast_food",,,,,,,,,,,,,,,,,,,,
"Shree Krupa Poli Bhaji	fast_food	Thane		19.1846008	72.9780576									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9028658697	Shree Krupa Poli Bhaji fast_food",,,,,,,,,,,,,,,,,,,,
"Shree Ram Pav Bhaji	fast_food	Bandra West		19.0979138	72.8262311									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139821911	Shree Ram Pav Bhaji fast_food",,,,,,,,,,,,,,,,,,,,
"Shree Siddhivinayak Fast Food	fast_food	Bandra West		19.097895	72.8263903									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139810656	Shree Siddhivinayak Fast Food fast_food",,,,,,,,,,,,,,,,,,,,
"Soda planet	fast_food	Borivali		19.2239331	72.8415294									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8257356352	Soda planet fast_food",,,,,,,,,,,,,,,,,,,,
"Souffl�	fast_food	Bandra West		19.0265362	72.8560887									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12770262735	Souffl� fast_food",,,,,,,,,,,,,,,,,,,,
"South Platter	fast_food	Juhu		19.1344863	72.810878									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11919699009	South Platter fast_food",,,,,,,,,,,,,,,,,,,,
"Sri Jalaram Ice Bhel	fast_food	Thane		19.174191	72.9540803									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10230504592	Sri Jalaram Ice Bhel fast_food",,,,,,,,,,,,,,,,,,,,
"St. Gregorios School Canteen	fast_food	Mumbai	""ACC Road", Mulund," 400080""	19.1806576	72.9585845								Mo-Fr 08:00-17:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11268507185	""St. Gregorios School Canteen fast_food ACC Road", Mulund," 400080""",,,,,,,,,,,,,,,,
"Street Foods by Punjab Grill	fast_food	Andheri West		19.0962776	72.874303									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4538233794	Street Foods by Punjab Grill fast_food",,,,,,,,,,,,,,,,,,,,
"Sumati	fast_food	Juhu		19.1276142	72.832491									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9132850195	Sumati fast_food",,,,,,,,,,,,,,,,,,,,
"Suraj Lama Momos	fast_food	Juhu		19.1287966	72.8163216									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9124310959	Suraj Lama Momos fast_food",,,,,,,,,,,,,,,,,,,,
"Swagat Mangalore Stores	fast_food	Juhu		19.1211517	72.8497485									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9024176819	Swagat Mangalore Stores fast_food",,,,,,,,,,,,,,,,,,,,
"TIBBS Frankies	fast_food	Bandra West		19.0550612	72.8307379									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/347114424	TIBBS Frankies fast_food",,,,,,,,,,,,,,,,,,,,
"Tastings	fast_food	Kurla		19.0527277	72.899767									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12844068558	Tastings fast_food",,,,,,,,,,,,,,,,,,,,
"Terminal food court	fast_food	Bandra West		19.092192	72.8536714									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1560248754	Terminal food court fast_food",,,,,,,,,,,,,,,,,,,,
"The Chicken foundry	fast_food	Navi Mumbai		19.0077792	73.0323049									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13580195939	The Chicken foundry fast_food",,,,,,,,,,,,,,,,,,,,
"The Chocolate Room	fast_food	Andheri West	""New Link Road", Andheri West, Mumbai," 400053""	19.1393377	72.8314766									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2365365585	""The Chocolate Room fast_food New Link Road", Andheri West, Mumbai," 400053""",,,,,,,,,,,,,,
"The Family Table By Joseph's	fast_food	Bandra West		19.0615832	72.8305042									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13089306672	The Family Table By Joseph's fast_food",,,,,,,,,,,,,,,,,,,,
"The Fresh Press	fast_food	Bandra West		19.0607185	72.8295261			https://thefreshpress.in/				https://snackfax.com/news/the-fresh-press-secures-funding/		candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12923020650	The Fresh Press fast_food",,,,,,,,,,,,,,,,,,,,
"The House of Swad	fast_food	Juhu		19.1303235	72.8183901									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13377471371	The House of Swad fast_food",,,,,,,,,,,,,,,,,,,,
"The J	fast_food	Kurla		19.0528205	72.8998015									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9021968826	The J fast_food",,,,,,,,,,,,,,,,,,,,
"The Kerala Cafe	fast_food	Kurla		19.0527402	72.8995896									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12944677450	The Kerala Cafe fast_food",,,,,,,,,,,,,,,,,,,,
"The Shawarma and Momo Factory	fast_food	Bandra West		19.0473801	72.8250462	+91 93211 58685;+91 98338 85522								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12926508555	The Shawarma and Momo Factory fast_food",,,,,,,,,,,,,,,,,,,,
"The Trans Caf�	fast_food	Juhu		19.1362433	72.8214729									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12328165734	The Trans Caf� fast_food",,,,,,,,,,,,,,,,,,,,
"The Veg Treat Express	fast_food	Malad		19.219819	72.841193									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1416517894	The Veg Treat Express fast_food",,,,,,,,,,,,,,,,,,,,
"The Wadapav Cafe	fast_food	Powai		19.1191437	72.9118211									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6796939971	The Wadapav Cafe fast_food",,,,,,,,,,,,,,,,,,,,
"Tiffins	fast_food	Powai		19.0804748	72.8894691									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11432077437	Tiffins fast_food",,,,,,,,,,,,,,,,,,,,
"UK A toZ Props	fast_food	Mumbai	400061	19.1461751	72.7905665									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5631594159	UK A toZ Props fast_food 400061",,,,,,,,,,,,,,,,,,,,
"Uba Tuba	fast_food	Bandra West		19.0539781	72.8283721									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13067310084	Uba Tuba fast_food",,,,,,,,,,,,,,,,,,,,
"VJ Cafe	fast_food	Bandra West		19.0266019	72.8546113									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12770270268	VJ Cafe fast_food",,,,,,,,,,,,,,,,,,,,
"Vaishno Food Point	fast_food	Bandra West		19.0806835	72.8478844									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13235109727	Vaishno Food Point fast_food",,,,,,,,,,,,,,,,,,,,
"Vijay Snacks	fast_food	Thane		19.1833151	72.9768323									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9825050341	Vijay Snacks fast_food",,,,,,,,,,,,,,,,,,,,
"Vithal Dabeli	fast_food	Thane		19.1737344	72.9548381									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10841886498	Vithal Dabeli fast_food",,,,,,,,,,,,,,,,,,,,
"What The Fries	fast_food	Mumbai	""NEAR ST ANTHONYS CHURCH", Jawaharlal Nehru Road, Mumbai," 400055""	19.0801278	72.8537671									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10227105192	""What The Fries fast_food NEAR ST ANTHONYS CHURCH", Jawaharlal Nehru Road, Mumbai," 400055""",,,,,,,,,,,,,,
"Whatta Waffle	fast_food	Juhu		19.1295341	72.818974									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10779536078	Whatta Waffle fast_food",,,,,,,,,,,,,,,,,,,,
"Wok Express	fast_food	Bandra West		19.0652996	72.8615569	9833380808								candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5506317373	Wok Express fast_food",,,,,,,,,,,,,,,,,,,,
"Za'atar	fast_food	Juhu	""Juhu-Versova Link Road", Mumbai," 400053""	19.1176258	72.8291858									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13387718064	""Za'atar fast_food Juhu-Versova Link Road", Mumbai," 400053""",,,,,,,,,,,,,,,,
"Zoodles	fast_food	Juhu		19.1494495	72.8312819									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3981585574	Zoodles fast_food",,,,,,,,,,,,,,,,,,,,
"aman foods	fast_food	Mumbai	""123", Nehru Road," mumbai""	19.0994923	72.8460232									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13131514509	""aman foods fast_food 123", Nehru Road," mumbai""",,,,,,,,,,,,,,,,
"anand dosa center	fast_food	Bandra West		19.1031899	72.836811								Mo-Su 10:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8418511682	anand dosa center fast_food",,,,,,,,,,,,,,,,,,,,
"asia seven	fast_food	Andheri West		19.0962077	72.8742368									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4538286592	asia seven fast_food",,,,,,,,,,,,,,,,,,,,
"bhelwala	fast_food	Colaba		18.93526	72.83113									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2166760742	bhelwala fast_food",,,,,,,,,,,,,,,,,,,,
"dhaba	fast_food	Powai		19.1334245	72.9147178									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5304409435	dhaba fast_food",,,,,,,,,,,,,,,,,,,,
"foodies	fast_food	Thane		19.1893101	72.9785317									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3804480230	foodies fast_food",,,,,,,,,,,,,,,,,,,,
"la pinoz's pizza	fast_food	Bandra West		19.0425753	72.8614827									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10048588853	la pinoz's pizza fast_food",,,,,,,,,,,,,,,,,,,,
"mom's kitchen	fast_food	Powai		19.1266976	72.9187556									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6804290506	mom's kitchen fast_food",,,,,,,,,,,,,,,,,,,,
