name,category,area,address,lat,lon,phone,email,website,facebook,instagram,tiktok,twitter,opening_hours,happy_hour_status,happy_hour_details,happy_hour_timings,confidence,sources,source_urls,evidence_text
Doasis,cafe,Railay,,8.0293386,98.8628826,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10294967596,Doasis cafe
Doi Chaang,cafe,Krabi,,8.0968059,98.9824035,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7041784186,Doi Chaang cafe
Dr. Cat Cafe,cafe,Railay,,8.0325279,98.8240981,+66 89 594 0095,,,https://www.facebook.com/Drcat-cafe/1623591711304140/,,,,14:00-01:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6198781187,Dr. Cat Cafe cafe
Fast Manta Dive Center,cafe,Railay,,8.0321058,98.8213787,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/9763404417,Fast Manta Dive Center cafe
Fruit tree coffee shop,cafe,Koh Lanta,,7.598109,99.035985,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4512075132,Fruit tree coffee shop cafe
Galapagos,cafe,Koh Lanta,,7.5415118,99.0478944,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/9591503317,Galapagos cafe
Grandma's house,cafe,Koh Lanta,,7.532192,99.0934742,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7220579685,Grandma's house cafe
Hidden Tree,cafe,Koh Lanta,,7.6005185,99.0366391,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13640607001,Hidden Tree cafe
Inthanin Coffee,cafe,Khao Thong,,8.1060482,98.9159451,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3371440884,Inthanin Coffee cafe
JaJa Cafe & Spice,cafe,Koh Phi Phi,,7.7393743,98.7727324,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7036182115,JaJa Cafe & Spice cafe
KK Café,cafe,Railay,,8.0419326,98.8452065,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13730431130,KK Café cafe
Klong Muang Cafe,cafe,Tubkaek,,8.0529461,98.759731,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10706925788,Klong Muang Cafe cafe
Lanta Coffee Cup Club,cafe,Krabi,"242 Moo2, Sala Dan, Ko Lanta District, Krabi 81150",7.5983658,99.0360142,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11808871461,"Lanta Coffee Cup Club cafe 242 Moo2, Sala Dan, Ko Lanta District, Krabi 81150"
Lanta's café,cafe,Koh Lanta,,7.6640865,99.0991744,,,,,,,,Mo-Su 09:00-21:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4874182621,Lanta's café cafe
Lazy Bird,cafe,Koh Lanta,,7.5772893,99.0345839,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10296254453,Lazy Bird cafe
Le Rendez Vous,cafe,Koh Phi Phi,,7.7620478,98.770013,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2266563965,Le Rendez Vous cafe
Lekker Cafe,cafe,Railay,,8.0381653,98.8331838,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/9435683585,Lekker Cafe cafe
Lion & Shark,cafe,Railay,,8.0321223,98.8230043,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4730134090,Lion & Shark cafe
Little Monkey Cafe,cafe,Koh Phi Phi,,7.7385606,98.7663578,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10722767517,Little Monkey Cafe cafe
Long Beach Bar and cafe,cafe,Nopparat Thara,,8.0449859,98.7846067,,,,,,,,Mo-Su 10:00-21:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10705794374,Long Beach Bar and cafe cafe
Long Beach Café,cafe,Koh Lanta,,7.614839,99.032858,,,,,,,,07:00-21:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3377385193,Long Beach Café cafe
Madam Guesthouse,cafe,Krabi,,8.0625896,98.9179957,+66 93 579 1095,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/1178820127,Madam Guesthouse cafe
Madras Cafè,cafe,Railay,,8.0322259,98.8240231,+66 82 106 9930,,,,,,,11:00-24:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11365983769,Madras Cafè cafe
Mango Garden,cafe,Koh Phi Phi,,7.7387953,98.771376,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4316001492,Mango Garden cafe
May & Mark's House,cafe,Krabi,"34, Maharaj Road Soi 10, Krabi, 81000, TH",8.0651211,98.9160603,+66 81 396 6114,,https://www.facebook.com/MayAndMarkHouse/,,,,,Mo-Su 07:00-21:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3432501609,"May & Mark's House cafe 34, Maharaj Road Soi 10, Krabi, 81000, TH"
Military cafe and bar,cafe,Tubkaek,,8.0366599,98.7656253,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6199976985,Military cafe and bar cafe
Mitr-O-Cha,cafe,Krabi,,8.0626123,98.9188182,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6361791064,Mitr-O-Cha cafe
Nana Café,cafe,Koh Phi Phi,,7.7378713,98.7676379,,,,,,,,08:00-16:30,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13666094303,Nana Café cafe
OG Cafe,cafe,Koh Lanta,,7.6076706,99.0359464,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12686094844,OG Cafe cafe
Olala Café,cafe,Koh Lanta,,7.5393736,99.0861909,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13179799444,Olala Café cafe
PakChee Café and Restaurant,cafe,Koh Lanta,,7.6019636,99.0360942,+66 80 588 3653,,,https://61553152335779,,,,Mo-Su 08:00-17:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13321823202,PakChee Café and Restaurant cafe
Pakarang Vintage Bookstore and Café,cafe,Krabi,Thanon Utrakit,8.0645094,98.9174517,+66 75 611 196,,,,,,,Mo-Su 07:30-20:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4707577689,Pakarang Vintage Bookstore and Café cafe Thanon Utrakit
Peak Cafe,cafe,Krabi,15/2,7.5743135,99.0350229,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2624836790,Peak Cafe cafe 15/2
Phi Phi Bakery,cafe,Koh Phi Phi,,7.738459,98.7720087,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/1150191207,Phi Phi Bakery cafe
Pond Coffee,cafe,Koh Jum,,7.8460984,98.9647886,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7148859501,Pond Coffee cafe
Pop-Up Café,cafe,Koh Jum,,7.8221516,98.9630994,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7148832258,Pop-Up Café cafe
Punthai Coffee,cafe,Krabi,,8.0617559,98.9195837,,,,,,,,"PH,Mo-Su 06:00-18:00",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11556000998,Punthai Coffee cafe
Red Ginger Café,cafe,Railay,,8.0392743,98.8173224,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11378820453,Red Ginger Café cafe
Roti 12,cafe,Railay,,8.0340164,98.8288495,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6021722098,Roti 12 cafe
Sala café,cafe,Koh Lanta,,7.6505517,99.0374968,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4572503190,Sala café cafe
Sayang Cafeteria,cafe,Koh Lanta,,7.6193364,99.0288469,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13332877801,Sayang Cafeteria cafe
Secret Bowl,cafe,Krabi,"292, Tambon Sala Dan, 81150",7.5821508,99.0352656,+66 64 787 0063,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13333844801,"Secret Bowl cafe 292, Tambon Sala Dan, 81150"
Some Otter Room,cafe,Krabi,"23/26, Beach Road 4203, 81180",8.0326347,98.8237454,,,https://someotterroom.com,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/1489340439,"Some Otter Room cafe 23/26, Beach Road 4203, 81180"
Somtam Anya,cafe,Tubkaek,,8.0648317,98.7442551,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12543619601,Somtam Anya cafe
Sprucy Cafe,cafe,Krabi,ถนนอุตรกิจ,8.0710914,98.9163469,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5781628953,Sprucy Cafe cafe ถนนอุตรกิจ
Starbucks,cafe,Ao Nang,"328/4, Ao Nang Clif Beach, Ao Nang, 81000",8.033007,98.8253348,,,https://www.starbucks.co.th/,,,,,Mo-Su 07:00-00:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/633029472,"Starbucks cafe 328/4, Ao Nang Clif Beach, Ao Nang, 81000"
Starbucks @Voyager Café,cafe,Tubkaek,,8.0938563,98.7476675,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11406991569,Starbucks @Voyager Café cafe
Tae Leng Cafe,cafe,Koh Lanta,,7.5900248,99.1166041,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12770869497,Tae Leng Cafe cafe
Tan Cafe,cafe,Khao Thong,,8.0657994,98.9167089,0826495936,,,,,,,Th-Tu 09:30-19:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10896648927,Tan Cafe cafe
The BACKYARD,cafe,Krabi,"511, Sala Dan, 81150",7.6175711,99.0332819,095 696 1553,,,https://backyardlanta,,,,Mo-Su 07:30-17:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12413974101,"The BACKYARD cafe 511, Sala Dan, 81150"
The Barrel Café & Wine merchant,cafe,Railay,,8.0432443,98.8118454,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11360073174,The Barrel Café & Wine merchant cafe
The Glass House,cafe,Koh Lanta,,7.6161578,99.033192,,,https://www.facebook.com/TheGlassHouseLanta,,,,,Su-Fr 08:00-18:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13516746561,The Glass House cafe
The Summer Brunch,cafe,Koh Phi Phi,,7.7393239,98.7705226,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13666135558,The Summer Brunch cafe
Time to Chill Coffee House,cafe,Railay,,8.02051,98.8325605,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12361682011,Time to Chill Coffee House cafe
Together Cafe,cafe,Koh Lanta,,7.6063791,99.0358703,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12686094845,Together Cafe cafe
Wedrink,cafe,Koh Lanta,,7.6381314,99.0341404,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13243217596,Wedrink cafe
Well Craft Cafe,cafe,Railay,,8.0375993,98.8334037,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/9435671048,Well Craft Cafe cafe
White Sand,cafe,Tubkaek,,8.0650106,98.7441335,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12543619701,White Sand cafe
Yenly Yours' Cafe,cafe,Railay,,8.0428157,98.8111182,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10219219457,Yenly Yours' Cafe cafe
bean/Co,cafe,Koh Phi Phi,,7.7613839,98.7723777,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/329706281,bean/Co cafe
ร้านชะลอม,cafe,Krabi,"226, 226 Sai Thai, Mueang Krabi District, Krabi 81000, 81000",8.0803509,98.8574256,0908787741,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6986342985,"ร้านชะลอม cafe 226, 226 Sai Thai, Mueang Krabi District, Krabi 81000, 81000"
เชฟยู ข้าวต้มพอกิน,cafe,Nopparat Thara,,8.0614789,98.8235097,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12509384301,เชฟยู ข้าวต้มพอกิน cafe
1 Stop Take Away,fast_food,Railay,,8.0114232,98.8383007,,,,,,,,"PH,Mo-Su 10:00-22:30",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4183776259,1 Stop Take Away fast_food
Bow‘s Pizza,fast_food,Koh Lanta,,7.5692296,99.035826,089 8307 519,,https://bowpizza.jimdofree.com/,,,,,17:00-22:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6360074042,Bow‘s Pizza fast_food
Fast Food Boats,fast_food,Railay,,8.0059797,98.8374445,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5612980920,Fast Food Boats fast_food
Jah-hyan Halal food,fast_food,Railay,,8.0352623,98.8328561,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11443368193,Jah-hyan Halal food fast_food
Mana Thai Food,fast_food,Railay,,8.0330382,98.8280412,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6021695063,Mana Thai Food fast_food
Pizza Corner,fast_food,Koh Phi Phi,,7.7409164,98.7736934,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10722854838,Pizza Corner fast_food
Pizza Slide,fast_food,Koh Phi Phi,,7.7386961,98.7707854,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6120058432,Pizza Slide fast_food
Rom & Dow,fast_food,Koh Phi Phi,,7.7436115,98.7743914,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4620581581,Rom & Dow fast_food
Roti Stall,fast_food,Koh Phi Phi,,7.7377638,98.7760407,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7040117148,Roti Stall fast_food
Shakes,fast_food,Koh Phi Phi,,7.7364532,98.7763734,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3233120851,Shakes fast_food
Spicoli's Pizza and Grill,fast_food,Railay,,8.041444,98.8167529,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13276773701,Spicoli's Pizza and Grill fast_food
Subway,fast_food,Railay,,8.032781,98.8245619,,,https://www.subway.co.th/,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/633661369,Subway fast_food
Sushi Cart,fast_food,Koh Phi Phi,,7.73955,98.772812,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7036175557,Sushi Cart fast_food
The Sis,fast_food,Railay,,8.0113344,98.8390189,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13266402558,The Sis fast_food
The Smooth Way,fast_food,Krabi,"คลองม่วง, 81180",8.0529213,98.7604211,,,https://sites.google.com/view/thesmoothwaykrabi/home,,,,,Mo-Sa 10:00-19:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/9900769522,"The Smooth Way fast_food คลองม่วง, 81180"
Zurich Bread,fast_food,Krabi,,8.0981116,98.9814885,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5429096322,Zurich Bread fast_food
Baan Chiangmai. Food center and a night market.,food_court,Railay,,8.0332114,98.8281684,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/639173137,Baan Chiangmai. Food center and a night market. food_court
Food Market,food_court,Krabi,Maharaj Road 18,8.0669948,98.9161269,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10123327219,Food Market food_court Maharaj Road 18
Loh Moo Dee Beach,food_court,Koh Phi Phi,,7.7339051,98.789202,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/1345054105,Loh Moo Dee Beach food_court
Vogue Food Court,food_court,Krabi Town,,8.064429,98.9157908,,,,,,,,Mo-Su 10:30-20:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10120898316,Vogue Food Court food_court
Walking Street,food_court,Koh Lanta,,7.64826,99.0370133,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/1245433982,Walking Street food_court
ตลาดเจ้าฟ้า,food_court,Krabi Town,,8.0625923,98.9192187,,,,,,,,Mo-Su 16:00-22:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/410088249,ตลาดเจ้าฟ้า food_court
ถนนคนเดินกระบี่,food_court,Krabi Town,,8.06416,98.9163978,,,,,,,,Fr-Su 17:00-22:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10123396869,ถนนคนเดินกระบี่ food_court
... patlung,restaurant,Koh Phi Phi,,7.7619197,98.7708473,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12526552121,... patlung restaurant
333,restaurant,Krabi,,7.569452,99.0358011,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6354197085,333 restaurant
4Seasons,restaurant,Koh Phi Phi,,7.7375647,98.7741095,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3233091080,4Seasons restaurant
@ Pier,restaurant,Koh Lanta,,7.6483514,99.0411383,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/469587764,@ Pier restaurant
AR-MA Bistro,restaurant,Krabi Town,,8.0628768,98.9181069,,,,,,,,Mo-Su 08:00-16:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3374384333,AR-MA Bistro restaurant
Aalena Minimart,restaurant,Saladan,"5/2 Moon 3 Baan Saladan, Kp Lanta",7.6170791,99.0308533,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6868731585,"Aalena Minimart restaurant 5/2 Moon 3 Baan Saladan, Kp Lanta"
Adde,restaurant,Koh Lanta,,7.5541043,99.0446387,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2624958353,Adde restaurant
Ahoo,restaurant,Krabi,"236, Thanon Utrakit, 81000",8.0633841,98.9179759,,,,,,,,Mo-Sa 11:00-20:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4610040695,"Ahoo restaurant 236, Thanon Utrakit, 81000"
Aim Aem Restaurant,restaurant,Koh Lanta,,7.6122053,99.0358711,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4367171489,Aim Aem Restaurant restaurant
Aning Restaurant,restaurant,Ao Nang,"142 Moo 2, Ao Nang Beach Road, 81000",8.0329949,98.8202626,0756377667,,,,,,,Mo-Su 10:00-00:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5172484021,"Aning Restaurant restaurant 142 Moo 2, Ao Nang Beach Road, 81000"
Anna's Restaurant,restaurant,Koh Phi Phi,,7.7390136,98.7717414,+66 85 923 2596,,https://www.tripadvisor.com/Restaurant_Review-g303908-d2163908-Reviews-Anna_s_Restaurant-Ko_Phi_Phi_Don_Krabi_Province.html,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/321469794,Anna's Restaurant restaurant
Apsara,restaurant,Koh Lanta,,7.5321508,99.0936861,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/10896803074,Apsara restaurant
Arboreal,restaurant,Koh Phi Phi,,7.7420757,98.7763972,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3265509742,Arboreal restaurant
Aree BaBa,restaurant,Railay,,8.0347332,98.8302761,,,,,,,,08:00-00:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6021568937,Aree BaBa restaurant
Areeda Seafood,restaurant,Koh Jum,,7.8218207,98.9653337,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7148832261,Areeda Seafood restaurant
Armena Halal Thai Food,restaurant,Krabi,Walking Street,8.0117755,98.8393927,,,,,,,,"PH,Mo-Su 12:00-24:00",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4727680989,Armena Halal Thai Food restaurant Walking Street
Arnijj,restaurant,Railay,,8.0353463,98.8308058,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/275720428,Arnijj restaurant
Aroidee Restaurant,restaurant,Koh Phi Phi,,7.7636217,98.7694424,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2179813033,Aroidee Restaurant restaurant
Auntie Moon,restaurant,Railay,,8.0321508,98.8249258,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5409491723,Auntie Moon restaurant
Azzura,restaurant,Railay,,8.0328117,98.8204737,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4641420790,Azzura restaurant
BALIBAR On Sunset,restaurant,Tubkaek,,8.0447481,98.7616104,+66649976799,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12543418290,BALIBAR On Sunset restaurant
Baan Peek Mai,restaurant,Koh Lanta,,7.5486379,99.0455296,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4825137326,Baan Peek Mai restaurant
Baan Tiew,restaurant,Koh Jum,,7.8217171,98.9623668,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7148832256,Baan Tiew restaurant
BaanJingJai Restaurant and Bar,restaurant,Koh Lanta,,7.5488655,99.0456337,0946457229,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7057525385,BaanJingJai Restaurant and Bar restaurant
Baifern,restaurant,Koh Lanta,,7.6492893,99.0397634,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4489410691,Baifern restaurant
Bajen,restaurant,Koh Lanta,,7.600431,99.036695,+6675684309;+66900706733,,http://www.bajenpizzeria.com/,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2476521818,Bajen restaurant
Bajien Pizzeria,restaurant,Krabi,"480/3, Moo3, Sala Dan, 81150",7.633637,99.033756,+66 831 752 819,,https://bajen-pizzeria.com,,,,,Mo-Su 14:00-22:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/677377950,"Bajien Pizzeria restaurant 480/3, Moo3, Sala Dan, 81150"
Banana House,restaurant,Railay,,8.0379355,98.8333354,,,,,,,,Mo-Su 10:00-22:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5411542526,Banana House restaurant
Banana Sombrero,restaurant,Koh Phi Phi,,7.7406719,98.7738069,+66873306540,,http://www.bananabarphiphi.blogspot.com,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4325153889,Banana Sombrero restaurant
Banana Way,restaurant,Krabi,,7.5748441,99.0352865,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/679015393,Banana Way restaurant
Basil Bistro Bar & Restaurant,restaurant,Koh Phi Phi,,7.7399131,98.773267,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11496974783,Basil Bistro Bar & Restaurant restaurant
Beach Terrace,restaurant,Koh Phi Phi,,7.7385625,98.7692332,,,,,,,,09:00-23:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3678511047,Beach Terrace restaurant
Beachcomber Restaurant,restaurant,Koh Lanta,,7.6000689,99.0347053,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4170988589,Beachcomber Restaurant restaurant
Benjarung,restaurant,Koh Phi Phi,,7.7776741,98.7624086,,,,,,,,Mo-Su 06:30-10:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12526680811,Benjarung restaurant
Bersenang-senang,restaurant,Railay,,8.0324988,98.823711,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2798790689,Bersenang-senang restaurant
Biggies Tapas Bar,restaurant,Koh Lanta,,7.6164335,99.0334845,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13272343448,Biggies Tapas Bar restaurant
Bikini,restaurant,Koh Lanta,,7.5936592,99.0318857,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4707510391,Bikini restaurant
Blue Andaman Restaurant,restaurant,Koh Lanta,,7.5811213,99.0311727,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/1370128010,Blue Andaman Restaurant restaurant
Blue Dolphin Restaurant & Bar,restaurant,Railay,,8.0342419,98.8188229,,,,,,,,"Mo-Su,PH 14:00-01:00",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7221234685,Blue Dolphin Restaurant & Bar restaurant
Blue Lagune,restaurant,Koh Phi Phi,,7.7621257,98.7700815,,,https://www.facebook.com/BlueLagunePP,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/3282215618,Blue Lagune restaurant
Blue Moon,restaurant,Koh Phi Phi,,7.7278658,98.7888566,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6041927989,Blue Moon restaurant
Blue Tokai,restaurant,Railay,,8.0335384,98.8282797,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11847299487,Blue Tokai restaurant
Bombay Palace,restaurant,Railay,,8.0331126,98.827404,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11847300235,Bombay Palace restaurant
Bon Appetit,restaurant,Krabi,,7.5729718,99.0352222,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2624840481,Bon Appetit restaurant
Budsaba Place,restaurant,Koh Phi Phi,,7.7370326,98.7744874,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11304371739,Budsaba Place restaurant
Buffet El Pillax,restaurant,Koh Lanta,,7.5673226,99.0344231,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11372565370,Buffet El Pillax restaurant
Bun Noodle,restaurant,Koh Lanta,,7.6271525,99.0333499,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13282901098,Bun Noodle restaurant
CHEZ-BEE,restaurant,Krabi,,7.5688193,99.0361545,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6354197087,CHEZ-BEE restaurant
Caesar's Pizza,restaurant,Krabi,"11/5 Moo 2, Soi 11, 81000",8.0338365,98.837949,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/1356711021,"Caesar's Pizza restaurant 11/5 Moo 2, Soi 11, 81000"
Cafetel,restaurant,Railay,,8.0414524,98.8382871,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13413176859,Cafetel restaurant
Café 8.98,restaurant,Railay,,8.0325873,98.8245818,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4115706597,Café 8.98 restaurant
Cairo Nights Restaurant,restaurant,Railay,,8.0336528,98.8197374,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4639853526,Cairo Nights Restaurant restaurant
